ICAO;IATA;AirportName;City;Country;Latitude;Longitude;Altitude
PABH;N/A;;BETHEL;USA;0;0;0
PABI;BIG;ALLEN AAF;DELTA JUNCTION;USA;63.99444444;-145.7213889;389.2296
PABK;N/A;;FAIRBANKSA;USA;0;0;0
PABM;N/A;BIG MOUNTAIN AFS;BIG MOUNTAIN;USA;59.36166667;-155.2572222;202.0824
PABR;BRW;WILEY POST WILL ROGERS MEM;BARROW;USA;71.28527778;-156.7658333;13.4112
PABT;BTT;BETTLES;BETTLES;USA;66.91527778;-151.5280556;195.9864
PACD;CDB;COLD BAY;COLD BAY;USA;55.20555556;-162.7241667;29.8704
PACL;N/A;CLEAR;CLEAR MEWS;USA;64.30111111;-149.12;168.2496
PACS;N/A;;CAPE SARICHEF;USA;0;0;0
PACV;CDV;MERLE K MUDHOLE SMITH;CORDOVA;USA;60.49166667;-145.4775;12.8016
PACZ;N/A;CAPE ROMANZOF LRRS;CAPE ROMANZOF;USA;61.78027778;-166.0386111;139.2936
PADF;N/A;;DRIFTWOOD BAY AFS;USA;0;0;0
PADK;ADK;ADAK;ADAK ISLAND;USA;51.87777778;-176.6458333;6.096
PADL;DLG;DILLINGHAM;DILLINGHAM;USA;59.04527778;-158.5033333;26.2128
PADQ;ADQ;KODIAK;KODIAK;USA;57.75;-152.4936111;22.2504
PADU;DUT;UNALASKA;UNALASKA;USA;53.9;-166.5433333;6.7056
PAED;EDF;ELMENDORF AFB;ANCHORAGE;USA;61.25111111;-149.8063889;64.9224
PAEH;EHM;CAPE NEWENHAM LRRS;CAPE NEWENHAM;USA;58.64722222;-162.0605556;164.8968
PAEI;EIL;EIELSON AFB;FAIRBANKS;USA;64.66555556;-147.1013889;167.0304
PAEN;ENA;KENAI MUNI;KENAI;USA;60.57305556;-151.245;30.1752
PAFA;FAI;FAIRBANKS INTERNATIONAL;FAIRBANKS;USA;64.815;-147.8561111;132.2832
PAFB;FBK;WAINWRIGHT AAF;FORT WAINWRIGHT;USA;64.8375;-147.6144444;138.3792
PAFR;N/A;BRYANT AHP;FORT RICHARDSON;USA;61.26611111;-149.6530556;115.2144
PAFW;N/A;;FAREWELL;USA;0;0;0
PAGA;GAL;EDWARD G PITKA SR;GALENA;USA;64.73611111;-156.9372222;46.3296
PAGK;GKN;GULKANA;GULKANA;USA;62.15472222;-145.4563889;481.2792
PAGY;SGY;SKAGWAY;SKAGWAY;USA;59.46;-135.3155556;13.4112
PAHG;N/A;;ANCHORAGE;USA;0;0;0
PAHO;HOM;HOMER;HOMER;USA;59.64555556;-151.4763889;25.6032
PAIL;ILI;ILIAMNA;ILIAMNA;USA;59.75361111;-154.9108333;56.6928
PAIM;UTO;INDIAN MOUNTAIN LRRS;INDIAN MOUNTAINS;USA;65.99277778;-153.7041667;371.856
PAJN;JNU;JUNEAU INTERNATIONAL;JUNEAU;USA;58.35472222;-134.5761111;5.7912
PAKA;N/A;;SITKA;USA;0;0;0
PAKN;AKN;KING SALMON;KING SALMON;USA;58.67666667;-156.6491667;17.3736
PAKT;KTN;KETCHIKAN INTERNATIONAL;KETCHIKAN;USA;55.35555556;-131.7136111;29.5656
PALU;LUR;CAPE LISBURNE LRRS;CAPE LISBURNE;USA;68.875;-166.11;3.6576
PAMC;MCG;MC GRATH;MCGRATH;USA;62.95277778;-155.6055556;102.7176
PAMD;N/A;MIDDLETON ISLAND;MIDDLETON ISLAND;USA;59.44972222;-146.3086111;26.5176
PAME;N/A;;NOME;USA;0;0;0
PAMR;MRI;MERRILL FLD;ANCHORAGE;USA;61.21416667;-149.8461111;41.7576
PANC;ANC;TED STEVENS ANCHORAGE INTERNATIONAL;ANCHORAGE;USA;61.17416667;-149.9961111;46.3296
PANT;ANN;ANNETTE ISLAND;ANNETTE ISLAND;USA;55.04222222;-131.5722222;36.2712
PAOM;OME;NOME;NOME;USA;64.51194444;-165.445;11.2776
PAOR;ORT;NORTHWAY;NORTHWAY;USA;62.96111111;-141.9288889;523.0368
PAOT;OTZ;RALPH WIEN MEM;KOTZEBUE;USA;66.88444444;-162.5983333;3.3528
PAPB;N/A;ST GEORGE;POINT BARROW;USA;56.57833333;-169.6613889;38.1
PAPM;PML;PLATINUM;PORT MOLLER;USA;59.01111111;-161.8194444;4.572
PASC;SCC;DEADHORSE;DEADHORSE;USA;70.19472222;-148.465;18.5928
PASI;SIT;SITKA ROCKY GUTIERREZ;SITKA;USA;57.04694444;-135.3613889;7.9248
PASN;SNP;ST PAUL ISLAND;ST. PAUL ISLAND;USA;57.16722222;-170.2202778;19.2024
PASV;SVW;SPARREVOHN LRRS;SPARREVOHN;USA;61.09722222;-155.5741667;483.108
PASY;SYA;EARECKSON AS;SHEMYA;USA;52.71222222;174.1136111;29.5656
PATA;TAL;RALPH M CALHOUN;TANANA;USA;65.17416667;-152.1091667;69.1896
PATC;TNC;TIN CITY LRRS;TIN CITY;USA;65.56305556;-167.9222222;82.6008
PATK;TKA;TALKEETNA;TALKEETNA;USA;62.32027778;-150.0936111;109.1184
PATL;TLJ;TATALINA LRRS;TATALINA;USA;62.89416667;-155.9763889;293.8272
PAUN;UNK;UNALAKLEET;UNALAKLEET;USA;63.88833333;-160.7988889;6.4008
PAVD;VDZ;VALDEZ PIONEER FIELD;VALDEZ;USA;61.13388889;-146.2483333;36.576
PAWK;N/A;;WAKE ISLAND;WAKE ISLAND;0;0;0
PAWT;AIN;WAINWRIGHT AS;FORT WAINWRIGHT;USA;70.61333333;-159.8602778;10.668
PAWW;N/A;;WILDWOOD;USA;0;0;0
PAYA;YAK;YAKUTAT;YAKUTAT;USA;59.50305556;-139.66;11.5824
PBAR;N/A;;BAKER I ARMY FIELD;BAKER I ISLAND;0;0;0
PBTI;N/A;;BARTER ISLAND;USA;0;0;0
PCIS;CIS;CANTON ISLAND AIRPORT;CANTON ISLAND;PHOENIX ISL.;-2.766666667;0;0
PFYU;FYU;FORT YUKON;FORT YUKON;USA;66.57138889;-145.2502778;131.9784
PGAC;N/A;;TAGUAC;MARIANA ISLANDS;0;0;0
PGFW;N/A;;GUAM WEATHER CENTRAL;MARIANA ISLANDS;0;0;0
PGNT;N/A;;SABANETTAN;MARIANA ISLANDS;0;0;0
PGNW;N/A;;RITIDIAN POINT;MARIANA ISLANDS;0;0;0
PGRO;ROP;ROTA INTERNATIONAL;ROTA;MARIANA ISLANDS;14.17444444;145.2433333;185.0136
PGSN;SPN;SAIPAN INTERNATIONAL;SAIPAN;MARIANA ISLANDS;15.11944444;145.7291667;65.532
PGTW;N/A;GUAM JOINT TYPHOON CENTER;TYPHOON WARNING CTR;MARIANA ISLANDS;13.5;144.8333333;0
PGUA;UAM;ANDERSEN AFB;ANDERSEN;MARIANA ISLANDS;13.58388889;144.93;191.1096
PGUM;GUM;GUAM INTERNATIONAL;AGANA;MARIANA ISLANDS;13.48388889;144.7969444;90.8304
PGWT;TNI;WEST TINIAN;WEST TINIAN;MARIANA ISLANDS;14.99777778;145.6191667;81.6864
PHBK;BKH;BARKING SANDS PMRF;BARKING SANDS;USA  KAUAI ISL.;22.02166667;-159.7866667;4.8768
PHDH;HDH;DILLINGHAM;DILLINGHAM;USA  OAHU ISL.;21.57916667;-158.2102778;4.2672
PHEB;N/A;;EWA BEACH;USA  OAHU ISL.;0;0;0
PHFF;N/A;;SOLAR FLARE FRCST FAC;USA  OAHU ISL.;0;0;0
PHHI;N/A;WHEELER AAF;WHEELER AFB.;USA  OAHU ISL.;21.48333333;-158.0394444;255.1176
PHHN;HNM;HANA;HANA;USA  MAUI ISL.;20.79555556;-156.0141667;23.7744
PHIK;N/A;;HICKAM AFB;USA  OAHU ISL.;0;0;0
PHJG;N/A;;PEARL HARBOR;USA;0;0;0
PHJH;JHM;KAPALUA;LAHANIA-KAPALUA;USA  MAUI ISL.;20.96277778;-156.6741667;78.0288
PHKI;N/A;;SOUTH KAUAI MET;USA  KAUAI ISL.;0;0;0
PHKM;N/A;;KAMUELA MET;USA;0;0;0
PHKO;KOA;KONA INTERNATIONAL AT KEAHOLE;KONA;USA  HAWAII ISL.;19.73861111;-156.0455556;14.3256
PHKP;N/A;;KAANAPALI;USA  MAUI ISL.;0;0;0
PHKU;N/A;;KUNIA;USA;0;0;0
PHLI;LIH;LIHUE;LIHUE;USA  KAUAI ISL.;21.97611111;-159.3386111;46.6344
PHMK;MKK;MOLOKAI;MOLOKAI;USA  MOLOKAI ISL.;21.15277778;-157.0961111;138.3792
PHMO;N/A;;MOLOKAI MET;USA;0;0;0
PHMU;MUE;WAIMEA KOHALA;KAMUELA;USA  HAWAII ISL.;20.00111111;-155.6680556;814.1208
PHNA;N/A;;BARBERS POINT;USA  OAHU ISL.;0;0;0
PHNC;N/A;;PEARL HARBOR;USA  OAHU ISL.;0;0;0
PHNF;N/A;;HONOLULU;USA  OAHU ISL.;0;0;0
PHNG;NGF;KANEOHE BAY MCAF;KANEOHE BAY;USA  OAHU ISL.;21.44916667;-157.7677778;5.1816
PHNL;HNL;HONOLULU INTERNATIONAL;HONOLULU;USA  OAHU ISL.;21.31583333;-157.9266667;3.9624
PHNY;LNY;LANAI;LANAI;USA  LANAI ISL.;20.78555556;-156.9513889;398.6784
PHOG;OGG;KAHULUI;KAHULUI;USA  MAUI ISL.;20.89861111;-156.4305556;16.4592
PHSF;BSF;BRADSHAW AAF;BRADSHAW FIELD;USA  HAWAII ISL.;19.76;-155.5536111;1886.712
PHTO;ITO;HILO INTERNATIONAL;HILO;USA  HAWAII ISL.;19.72027778;-155.0486111;11.5824
PHUP;UPP;UPOLU;OPOLU;USA;20.265;-155.8597222;29.2608
PHWA;N/A;;SOUTH HAWAII MET;USA;0;0;0
PHWR;N/A;;HICKAM;USA;0;0;0
PHZH;N/A;;HONOLULU ARTCC;USA;0;0;0
PJON;JON;JOHNSTON ATOLL;JOHNSTON ISLAND;JOHNSTON ATOLL;16.72861111;-169.5341667;2.1336
PKMA;1Z8;ENEWETAK AUX AF;ENIWETOK ISLAND;MARSHALL ISLANDS;11.34083333;162.3277778;3.9624
PKMJ;MAJ;MARSHALL ISLANDS INTERNATIONAL;MAJURO;MARSHALL ISLANDS;7.064722222;171.2719444;1.8288
PKRO;N/A;DYESS AAF;KWAJALEIN;MARSHALL ISLANDS;9.396666667;167.4708333;2.7432
PKWA;KWA;BUCHOLZ AAF;KWAJALEIN;MARSHALL ISLANDS;8.72;167.7313889;2.7432
PLCH;CXI;CHRISTMAS ISLAND;KIRITIMATI;KIRIBATI;1.986111111;-157.3497222;1.524
PLFA;N/A;;TABUERAN;KIRIBATI;0;0;0
PLPA;N/A;;PALMYRA;LINE ISLANDS;0;0;0
PLUR;N/A;;JARVIS;LINE ISLANDS;0;0;0
PMDY;MDY;MIDWAY ATOLL;MIDWAY;MIDWAY ISLAND;28.20138889;-177.3813889;3.9624
POLI;OLI;OLIKTOK LRRS;OLIKTOK POINT;USA;70.49944444;-149.8794444;4.8768
PPIZ;PIZ;POINT LAY LRRS;POINT LAY;USA;69.73277778;-163.0052778;7.62
PTKK;TKK;CHUUK INTERNATIONAL;CHUUK;MICRONESIA;7.461666667;151.8427778;3.3528
PTPN;PNI;POHNPEI INTERNATIONAL;POHNPEI;MICRONESIA;6.985;158.2088889;3.048
PTRO;ROR;BABELTHUAP;BABELTHUAP;PALAU ISLAND;7.3675;134.5438889;53.6448
PTSA;KSA;KOSRAE;KOSRAE;MICRONESIA;5.356666667;162.9583333;3.3528
PTYA;YAP;YAP INTERNATIONAL;YAP;MICRONESIA;9.498611111;138.0822222;27.7368
PAAQ;PAQ;PALMER MUNI;PALMER;USA;61.59472222;-149.0886111;75.5904
RCBS;KNH;SHANG YI;CHINMEN;TAIWAN;24.43194444;118.3594444;28.3464
RCCM;CMJ;;CHIMEI;TAIWAN;0;0;0
RCDC;PIF;PINGTUNG SOUTH;PINGTUNG;TAIWAN;22.67222222;120.4616667;23.7744
RCDI;N/A;LUNGTANG;LONGTANG;TAIWAN;24.855;121.2375;241.4016
RCFN;TTT;FENGNIN;FENGNIN;TAIWAN;22.75666667;121.0933333;43.5864
RCFS;N/A;;CHIATUNG;TAIWAN;0;0;0
RCFZ;N/A;;FENGSHAN;TAIWAN;0;0;0
RCGI;GNI;GREEN ISLAND;GREEN ISLAND;TAIWAN;22.67444444;121.4583333;8.2296
RCGM;N/A;TAOYUAN;TAOYUAN;TAIWAN;25.05555556;121.2425;44.8056
RCKH;KHH;KAOHSIUNG INTERNATIONAL;KAOHSIUNG;TAIWAN;22.57527778;120.3508333;9.4488
RCKU;CYI;CHIAYI;CHIAYI;TAIWAN;23.46166667;120.3927778;25.908
RCKW;N/A;;HENGCHUN;TAIWAN;0;0;0
RCLC;N/A;;LIU CHIU YU;TAIWAN;0;0;0
RCLG;TXG;TAICHUNG;CHUNG;TAIWAN;24.18611111;120.6536111;112.4712
RCLS;N/A;;LISHAN;TAIWAN;0;0;0
RCLU;N/A;;CHILUNG;TAIWAN;0;0;0
RCLY;KYD;LANYU;LANYU;TAIWAN;22.02944444;121.5272222;1.2192
RCMJ;N/A;;TUNGKONG;TAIWAN;0;0;0
RCMQ;N/A;CHING CHUAN KANG AB;CHINGCHUAKANG;TAIWAN;24.26444444;120.6205556;202.692
RCMS;N/A;;ILAN;TAIWAN;0;0;0
RCMT;MZW;MATSU;MATSU;TAIWAN;26.22388889;120.0025;12.4968
RCNN;TNN;TAINAN;TAINAN;TAIWAN;22.95027778;120.2055556;19.2024
RCNO;N/A;;TUNGSHIH;TAIWAN;0;0;0
RCPO;N/A;HSINCHU;HSINCHU;TAIWAN;24.81777778;120.9391667;7.9248
RCQC;MZG;MAKUNG;MAKUNG;TAIWAN;23.56861111;119.6280556;31.3944
RCQS;N/A;CHIHHONG;TAITUNG;TAIWAN;22.79305556;121.1819444;36.8808
RCRA;N/A;TSOYING;TSOYING;TAIWAN;22.70472222;120.2805556;9.144
RCSC;N/A;;FUWEI;TAIWAN;0;0;0
RCSM;N/A;;SUN MOON LAKE;TAIWAN;0;0;0
RCSQ;N/A;PINGTUNG NORTH;PINGTUNG;TAIWAN;22.7;120.4822222;29.2608
RCSS;TSA;SUNGSHAN;TAIPEI;TAIWAN;25.06944444;121.5516667;5.4864
RCTP;TPE;CHIANG KAI SHEK INTERNATIONAL;TAIPEI;TAIWAN;25.08;121.2322222;32.6136
RCUK;N/A;;PARQUEI;TAIWAN;0;0;0
RCWA;WOT;WANG AN;WANG AN;TAIWAN;23.37083333;119.4944444;3.6576
RCWK;N/A;;HSINSHIE;TAIWAN;0;0;0
RCXY;N/A;;KUEIJEN;TAIWAN;0;0;0
RCYU;HUN;HUALIEN;HUALIEN;TAIWAN;24.02305556;121.6177778;15.8496
RJAF;MMJ;MATSUMOTO;MATSUMOTO;JAPAN;36.16666667;137.9227778;665.0736
RJAH;N/A;HYAKURI;HYAKURI;JAPAN;36.18083333;140.4152778;32.004
RJAI;N/A;;ICHIGAYA;JAPAN;0;0;0
RJAK;N/A;;KASUMIGAURA;JAPAN;0;0;0
RJAM;N/A;MINAMI TORISHIMA;MINAMI TORI SHIMA;JAPAN;24.28944444;153.9788889;6.7056
RJAN;KIJ;;NIGATA;JAPAN;0;0;0
RJAO;N/A;;CHICHIJIMA;JAPAN;0;0;0
RJAT;N/A;;TAKIGAHARA;JAPAN;0;0;0
RJAW;IWO;IWO JIMA;IWOJIMA;JAPAN;24.78388889;141.3225;115.2144
RJBD;SHM;NANKI SHIRAHAMA;NANKI-SHIRAHAMA;JAPAN;33.66222222;135.3644444;90.8304
RJBK;N/A;KOHNAN;KOHNAN;JAPAN;34.59083333;133.9330556;0.9144
RJCA;N/A;;ASAHIKAWA;JAPAN;0;0;0
RJCB;OBO;OBIHIRO;OBIHIRO;JAPAN;42.73333333;143.2172222;153.924
RJCC;CTS;CHITOSE INTERNATIONAL AIRPORT;SAPPORO;JAPAN;42.775;141.6922222;24.9936
RJCH;HKD;HAKODATE;HAKODATE;JAPAN;41.77;140.8219444;46.0248
RJCJ;SPK;CHITOSE;CHITOSE;JAPAN;42.79444444;141.6663889;26.5176
RJCM;MMB;MEMANBETSU;MEMANBETSU;JAPAN;43.88055556;144.1638889;41.148
RJCN;SHB;NAKASHIBETSU;NAKASHIBETSU;JAPAN;43.57722222;144.9597222;71.3232
RJCO;SPK;SAPPORO;SAPPORO;JAPAN;43.11611111;141.38;7.62
RJCR;RBJ;;REBUN;JAPAN;0;0;0
RJCS;KUH;;KUSHIRO;JAPAN;0;0;0
RJCT;N/A;TOKACHI;TOKACHI;JAPAN;42.89027778;143.1583333;83.82
RJCW;WKJ;WAKKANAI;WAKKANAI;JAPAN;45.40388889;141.8008333;9.144
RJCY;N/A;;MURORAN;JAPAN;0;0;0
RJDB;IKI;IKI;IKI;JAPAN;33.74888889;129.7852778;15.8496
RJDC;UBJ;YAMAGUCHI UBE;YAMAGUCHI;JAPAN;33.93;131.2788889;7.0104
RJDK;N/A;;KAMIGOTO;JAPAN;0;0;0
RJDM;N/A;;METABARU;JAPAN;0;0;0
RJDO;N/A;;OJIKA;JAPAN;0;0;0
RJDT;TSJ;TSUSHIMA;TSUSHIMA;JAPAN;34.28472222;129.3302778;64.9224
RJEB;MBE;MONBETSU;MONBETSU;JAPAN;44.30388889;143.4038889;24.384
RJEC;AKJ;ASAHIKAWA;ASAHIKAWA;JAPAN;43.67083333;142.4475;219.7608
RJEO;OIR;;OKUSHIRI;JAPAN;0;0;0
RJER;RIS;RISHIRI;RISHIRI ISLAND;JAPAN;45.24194444;141.1863889;34.1376
RJFA;N/A;ASHIYA;ASHIYA;JAPAN;33.88305556;130.6527778;29.8704
RJFC;KUM;YAKUSHIMA;YAKUSHIMA;JAPAN;30.38555556;130.6588889;37.4904
RJFE;FUJ;FUKUE;FUKUE;JAPAN;32.66611111;128.8327778;83.2104
RJFF;FUK;FUKUOKA;FUKUOKA;JAPAN;33.58638889;130.45;9.7536
RJFG;TNE;TANEGASHIMA;TANEGASHIMA;JAPAN;30.54666667;130.95;97.2312
RJFK;KOJ;KAGOSHIMA;KAGOSHIMA;JAPAN;31.80333333;130.7191667;276.1488
RJFM;KMI;MIYAZAKI;MIYAZAKI;JAPAN;31.87694444;131.4483333;6.096
RJFN;N/A;NYUTABARU;NYUTABARU;JAPAN;32.08361111;131.4516667;78.9432
RJFO;OIT;OITA;OITA;JAPAN;33.47944444;131.7372222;5.7912
RJFR;KKJ;KITAKYUSHU;KITAKYUSHU;JAPAN;33.83611111;130.9469444;5.4864
RJFT;KMJ;KUMAMOTO;KUMAMOTO;JAPAN;32.83722222;130.855;195.6816
RJFU;NGS;NAGASAKI;NAGASAKI;JAPAN;32.9225;129.9233333;4.572
RJFW;N/A;;SASEBO;JAPAN;0;0;0
RJFY;N/A;KANOYA;KANOYA;JAPAN;31.3675;130.8452778;65.2272
RJFZ;N/A;TSUIKI;TSUIKI;JAPAN;33.68527778;131.0405556;16.764
RJKA;ASJ;AMAMI;AMAMI;JAPAN;28.43055556;129.7125;8.2296
RJKB;N/A;OKIERABU;OKIERABU;JAPAN;27.42527778;128.7008333;30.7848
RJKN;TKN;TOKUNOSHIMA;TOKUNOSHIMA;JAPAN;27.83611111;128.8811111;5.1816
RJNF;N/A;FUKUI;FUKUI;JAPAN;36.14277778;136.2238889;5.7912
RJNG;N/A;GIFU;GIFU;JAPAN;35.39416667;136.8694444;39.0144
RJNH;N/A;HAMAMATSU;HAMAMATSU;JAPAN;34.75;137.7030556;45.72
RJNK;KMQ;KOMATSU;KANAZAWA;JAPAN;36.39361111;136.4077778;10.9728
RJNN;NGO;NAGOYA;NAGOYA;JAPAN;35.255;136.9244444;15.8496
RJNO;OKI;OKI;OKI ISLAND;JAPAN;36.18111111;133.3247222;94.7928
RJNT;TOY;TOYAMA;TOYAMA;JAPAN;36.64833333;137.1872222;28.956
RJNY;N/A;SHIZUHAMA;YAIZU;JAPAN;34.8125;138.2977778;7.0104
RJOA;HIJ;HIROSHIMA;HIROSHIMA;JAPAN;34.43527778;132.9219444;331.6224
RJOB;OKJ;OKAYAMA;OKAYAMA;JAPAN;34.75694444;133.8555556;245.6688
RJOC;IZO;IZUMO;IZUMO;JAPAN;35.41361111;132.89;4.572
RJOE;N/A;;AKENO;JAPAN;0;0;0
RJOF;N/A;HOFU;HOFU;JAPAN;34.03444444;131.5491667;2.1336
RJOH;YGJ;MIHO;MIHO;JAPAN;35.49222222;133.2363889;6.096
RJOI;N/A;IWAKUNI MCAS;IWAKUNI;JAPAN;34.14361111;132.2355556;2.1336
RJOK;KCZ;KOCHI;KOCHI;JAPAN;33.54444444;133.6713889;9.4488
RJOM;MYJ;MATSUYAMA;MATSUYAMA;JAPAN;33.82722222;132.6997222;7.62
RJOO;ITM;OSAKA INTERNATIONAL;OSAKA;JAPAN;34.78527778;135.4380556;15.24
RJOP;KMQ;;KOMATSUJIMA;JAPAN;0;0;0
RJOR;TTJ;TOTTORI;TOTTORI;JAPAN;35.53;134.1663889;19.812
RJOS;TKS;TOKUSHIMA;TOKUSHIMA;JAPAN;34.13277778;134.6063889;7.9248
RJOT;TAK;TAKAMATSU;TAKAMATSU;JAPAN;34.21388889;134.0155556;185.0136
RJOY;N/A;YAO;OSAKA;JAPAN;34.59611111;135.6027778;11.8872
RJOZ;N/A;OZUKI;OZUKI;JAPAN;34.04527778;131.0519444;3.9624
RJSA;AOJ;AOMORI;AOMORI;JAPAN;40.73444444;140.6908333;202.3872
RJSC;GAJ;YAMAGATA;YAMAGATA;JAPAN;38.41166667;140.3711111;107.5944
RJSD;N/A;;SADO;JAPAN;0;0;0
RJSH;N/A;HACHINOHE;HACHINOE;JAPAN;40.55638889;141.4661111;46.3296
RJSI;HNA;HANAMAKI;HANAMAKI;JAPAN;39.43083333;141.1358333;90.5256
RJSK;AXT;AKITA;AKITA;JAPAN;39.61555556;140.2186111;95.4024
RJSM;MSJ;MISAWA AB;MISAWA;JAPAN;40.70305556;141.3683333;36.2712
RJSO;N/A;;OMINATO;JAPAN;0;0;0
RJSS;SDJ;SENDAI;SENDAI;JAPAN;38.13944444;140.9166667;4.572
RJST;N/A;MATSUSHIMA;MATSUSHIMA;JAPAN;38.40472222;141.2194444;2.1336
RJSU;N/A;;KASUMINOME;JAPAN;0;0;0
RJSY;N/A;SHONAI;SHONAI;JAPAN;38.81166667;139.7869444;26.2128
RJTA;N/A;ATSUGI NAF;ATSUGI;JAPAN;35.45444444;139.45;62.484
RJTC;N/A;;TACHIKAWA;JAPAN;0;0;0
RJTE;N/A;TATEYAMA;TATEYAMA;JAPAN;34.98694444;139.8291667;3.048
RJTF;N/A;CHOFU;TOKYO;JAPAN;35.67166667;139.5280556;41.148
RJTH;HAC;HACHIJOJIMA;HACHIJOJIMA;JAPAN;33.115;139.7855556;92.3544
RJTI;N/A;;TOKYO;JAPAN;0;0;0
RJTJ;N/A;IRUMA;IRUMA;JAPAN;35.84138889;139.4097222;89.916
RJTK;N/A;KISARAZU;KISARAZU;JAPAN;35.39805556;139.9097222;3.048
RJTL;N/A;SHIMOFUSA;SHIMOFUSA;JAPAN;35.79888889;140.0111111;29.8704
RJTO;OIM;OSHIMA;OSHIMA;JAPAN;34.78444444;139.3613889;39.624
RJTQ;MMY;MIYAKEJIMA;MIYAKE JIMA;JAPAN;34.07194444;139.5597222;20.4216
RJTR;N/A;KASTNER AAF;ZAMA;JAPAN;35.51361111;139.3936111;109.728
RJTT;HND;TOKYO INTERNATIONAL;TOKYO;JAPAN;35.55222222;139.7794444;10.668
RJTY;OKO;YOKOTA AB;YOKOTA;JAPAN;35.74833333;139.3483333;141.1224
RJTZ;N/A;;FUCHU;JAPAN;0;0;0
RJAA;NRT;NEW TOKYO INTERNATIONAL;TOKYO;JAPAN;35.76472222;140.3863889;42.9768
RKJJ;KWJ;GWANGJU;KWANGJU;KOREA;35.12555556;126.8097222;14.6304
RKJK;KUB;KUNSAN AB;KUNSAN;KOREA;35.90361111;126.6158333;8.8392
RKJM;N/A;MOKPO;MOKPO;KOREA;34.75888889;126.3797222;7.0104
RKJU;N/A;JEONJU;JHUNJU;KOREA;35.87833333;127.1194444;29.2608
RKJY;RSU;YEOSU;YEOSU;KOREA;34.83972222;127.6152778;20.7264
RKNC;N/A;A 306;CHUNCHON;KOREA;37.88361111;127.7177778;74.676
RKND;SHO;SOKCHO;SOKCH'O;KOREA;38.1475;128.6005556;30.1752
RKNH;N/A;;HEONGSUNG;KOREA;0;0;0
RKNI;N/A;;INJAE;KOREA;0;0;0
RKNK;N/A;;KWANDAERI;KOREA;0;0;0
RKNN;KAG;GANGNEUNG;KANGNUNG;KOREA;37.75333333;128.9438889;10.668
RKNS;N/A;;SAMCHOK;KOREA;0;0;0
RKNW;N/A;WONJU;WONJU;KOREA;37.43805556;127.9602778;100.2792
RKNY;N/A;YANGYANG INTERNATIONAL;YANGKU;KOREA;38.06111111;128.6688889;73.4568
RKPC;CJU;JEJU INTERNATIONAL;CHEJU;KOREA;33.51111111;126.4927778;35.9664
RKPE;N/A;JINHAE;CHINHAE;KOREA;35.14111111;128.6955556;2.4384
RKPK;PUS;GIMHAE INTERNATIONAL;KIMHAE;KOREA;35.17944444;128.9380556;3.9624
RKPM;N/A;;CHEJU;KOREA;0;0;0
RKPP;N/A;PUSAN;BUSAN;KOREA;35.17083333;129.1286111;1.8288
RKPS;N/A;SACHEON AB;SACHON;KOREA;35.08833333;128.0702778;7.62
RKPU;USN;ULSAN;ULSAN;KOREA;35.59333333;129.3516667;13.716
RKSA;N/A;;ASCOM CITY;KOREA;0;0;0
RKSB;N/A;;UIJEONGBU;KOREA;0;0;0
RKSC;N/A;;CHEONGOKRI;KOREA;0;0;0
RKSE;N/A;;PAEKRYOUNGDO BEACH;KOREA;0;0;0
RKSF;N/A;;KOREAN AIR FORCE HQ;KOREA;0;0;0
RKSG;N/A;A 511;PYONGTAEK;KOREA;36.96055556;127.0333333;15.5448
RKSK;N/A;;SUSAEK;KOREA;0;0;0
RKSM;SSN;SEOUL AB;SEOUL EAST;KOREA;37.44583333;127.1138889;28.0416
RKSN;N/A;;KUNI;KOREA;0;0;0
RKSO;OSN;OSAN AB;OSAN;KOREA;37.09055556;127.0294444;12.192
RKSP;N/A;;PAEKRYOUNGDO SITE;KOREA;0;0;0
RKSR;N/A;;YEONGDONGRI;KOREA;0;0;0
RKSS;GMP;GIMPO;SEOUL;KOREA;37.55805556;126.7905556;17.6784
RKST;N/A;;TONGDUCHEON;KOREA;0;0;0
RKSU;N/A;;YEOJU;KOREA;0;0;0
RKSW;N/A;SUWON;SUWON;KOREA;37.23916667;127.0069444;26.8224
RKSX;N/A;;SONG SAN-RI;KOREA;0;0;0
RKSY;N/A;;SEOUL;KOREA;0;0;0
RKTA;N/A;;ANDONG;KOREA;0;0;0
RKTC;N/A;;CHUNGJU;KOREA;0;0;0
RKTF;N/A;;TAEJON;KOREA;0;0;0
RKTH;KPO;POHANG;POHANG;KOREA;35.98777778;129.4202778;21.336
RKTJ;N/A;R 806;KYUNGJU;KOREA;35.85638889;129.2113889;26.2128
RKTN;TAE;DAEGU AB;TAEGU;KOREA;35.89388889;128.6586111;35.3568
RKTS;N/A;;SANGJU;KOREA;0;0;0
RKTU;N/A;CHEONGJU INTERNATIONAL;CHONGJU;KOREA;36.71638889;127.4988889;58.2168
RKTY;YEC;YECHEON;YECHON;KOREA;36.63166667;128.3547222;107.8992
ROAH;OKA;NAHA;NAHA;JAPAN;26.19555556;127.6458333;3.3528
RODE;N/A;IE SHIMA AUX AB;IEJIMA;JAPAN;26.72861111;127.7616667;56.0832
RODN;DNA;KADENA AB;KADENA;JAPAN;26.35555556;127.7675;43.5864
ROIG;ISG;ISHIGAKI;ISHIGAKI;JAPAN;24.34444444;124.1869444;28.3464
